i     |               X Real          X Imaginary  |        Error Real   Error Imaginary
1369  |    -1.16549248658523     7.85790183240585  |  -0.0000000000042   0.0000000000521
1370  |    23.76375849661300    -7.39487838553116  |   0.0000000000665   0.0000000000398
1371  |    -2.70791074929048    -2.62428151392606  |   0.0000000000407   0.0000000000601
1372  |     6.49873802634406    26.14218251180722  |   0.0000000001074  -0.0000000000784
1373  |    21.37849368849734    -0.27662286288798  |   0.0000000000945  -0.0000000000544
1374  |     5.42585607345551    -6.02110034943393  |   0.0000000000280  -0.0000000002072
1375  |    15.60784695811104    -0.55812198802801  |   0.0000000001022  -0.0000000001444
1376  |     4.03151119816254    -3.01594737365305  |   0.0000000000231  -0.0000000000869
1377  |   -12.60523929552391    -5.16790764448039  |   0.0000000000209  -0.0000000000382
1378  |    -1.86320009682793     0.76043561787523  |  -0.0000000000385  -0.0000000001371
1379  |     2.79128686051878    -9.54000650709462  |   0.0000000001224  -0.0000000000135
1380  |    -2.56021025580544   -10.68418604480834  |  -0.0000000000586   0.0000000000185
1381  |     0.70370017830890     5.62053299514569  |   0.0000000001422   0.0000000000082
1382  |    -7.19571592323143    -8.15900723048455  |  -0.0000000000394  -0.0000000000053
1383  |     1.50830243424720     9.40788602014361  |   0.0000000001496  -0.0000000001197
1384  |    -6.85004288616294    -2.32127370651821  |  -0.0000000000085  -0.0000000000337
1385  |    15.77481234579346     2.56245600474580  |   0.0000000000725  -0.0000000001710
1386  |     8.07083491691101    12.53505575097673  |   0.0000000000839   0.0000000000452
1387  |    -1.56007235235582    -5.41727199820857  |  -0.0000000000257  -0.0000000000761
1388  |    -8.74178214986550    12.49899225041037  |   0.0000000001475   0.0000000000254
1389  |    -1.20888334746329    -7.81343219869704  |  -0.0000000000126  -0.0000000000521
1390  |     7.59805194400578     2.94984809041972  |   0.0000000001232  -0.0000000000485
1391  |    11.39917637140872    -8.24573620869395  |  -0.0000000000436  -0.0000000001715
1392  |   -12.02525937659546   -11.37176233829615  |   0.0000000001779  -0.0000000000453
1393  |     4.61791433371212     5.70264887168532  |  -0.0000000001224  -0.0000000000636
1394  |     3.62871514091206   -14.26365350590518  |   0.0000000002417   0.0000000000259
1395  |     1.10135551349228   -13.66201779654817  |  -0.0000000001472   0.0000000000473
1396  |     8.96048177694845    15.46848624667734  |   0.0000000002245  -0.0000000001063
1397  |    -5.32208100344574   -10.86506056234612  |  -0.0000000000155   0.0000000000530
1398  |     3.40993816079251    -2.38481571327281  |   0.0000000000368  -0.0000000001972
1399  |   -11.42999306818010     2.71837456858957  |   0.0000000001311  -0.0000000000233
1400  |    -7.01910854967021     2.30349984993134  |   0.0000000000424   0.0000000000341
1401  |     2.95080337739752    11.65265670164526  |   0.0000000000737   0.0000000000435
1402  |     3.37228218222995    -7.19202791490926  |   0.0000000000754  -0.0000000000333
1403  |    -6.51416272582200   -13.51921714413115  |   0.0000000000643  -0.0000000000948
1404  |   -15.88469091498651    -3.50429191124111  |   0.0000000001386  -0.0000000000755
1405  |     8.42870247126834     5.40966322214508  |   0.0000000000224  -0.0000000000289
1406  |   -14.46331922942533    13.77247867579662  |   0.0000000001488  -0.0000000000436
1407  |     0.64309386027171    -3.31896976984796  |   0.0000000000457   0.0000000000439
1408  |     2.42852599055380    15.17219612896835  |   0.0000000000615  -0.0000000001305
1409  |    10.52566998191316     3.55198710543244  |   0.0000000002291   0.0000000000278
1410  |    -8.58827138161249    10.10790229394366  |  -0.0000000000359  -0.0000000000336
1411  |    -8.61020416457768     2.28322894370555  |   0.0000000001718  -0.0000000001631
1412  |    13.33319993615572   -19.89572583481602  |   0.0000000001191  -0.0000000000283
1413  |     9.16915726335885   -17.93224444957163  |   0.0000000000578  -0.0000000000888
1414  |    -5.68089194246267   -13.26138330548375  |   0.0000000001122  -0.0000000000882
1415  |    -6.04926014521721    21.00859774496393  |   0.0000000000703  -0.0000000001099
1416  |    -7.46892886240776   -10.23181791924821  |   0.0000000001087  -0.0000000000629
1417  |   -13.24271438071744     2.34575273173784  |   0.0000000000496  -0.0000000000932
1418  |     7.79973814960846    -6.68025824801684  |   0.0000000001960   0.0000000000064
1419  |    -9.28187328859212     4.84535755576611  |  -0.0000000000559  -0.0000000000864
1420  |    13.83259632736509     0.78366683341586  |   0.0000000001768  -0.0000000002032
1421  |    -0.22501184383570    -0.75423730907467  |   0.0000000000520  -0.0000000000870
1422  |   -10.44213201163514     7.02042296972587  |   0.0000000001432  -0.0000000000611
1423  |    14.79064330563449     9.69022430684818  |  -0.0000000000078  -0.0000000000440
1424  |    -3.35120176378119   -16.08216430332813  |   0.0000000000752  -0.0000000002064
1425  |    -0.61272630034349    17.17369168180169  |   0.0000000001224  -0.0000000000820
1426  |    -2.10866274002727    -6.08901731802769  |   0.0000000000375  -0.0000000000574
1427  |    -2.13861763723052     3.67146287377379  |   0.0000000000279  -0.0000000001054
1428  |    19.44788857566737    -4.22409633719296  |   0.0000000001345  -0.0000000000890
1429  |    -9.26297922837588     4.73753193195802  |   0.0000000000117  -0.0000000000436
1430  |     3.81749770185712   -10.77687172006372  |   0.0000000000309  -0.0000000001842
1431  |     4.31824479068008    -6.96988497072084  |   0.0000000001049  -0.0000000000995
1432  |    11.25279376529987     6.76370934702643  |   0.0000000000186  -0.0000000000583
1433  |     6.44653719027977    -8.39189462558079  |   0.0000000001116  -0.0000000000137
1434  |    -4.56290928210789     9.13765906536774  |   0.0000000000319  -0.0000000000012
1435  |    -0.78382176855178    13.01810028848213  |   0.0000000000151  -0.0000000001719
1436  |     8.40520740246656    16.63291908655856  |   0.0000000001986  -0.0000000000960
1437  |     4.99211768659641    -0.06306545025060  |  -0.0000000000693  -0.0000000000838
1438  |    14.84291070112969    15.50687440797998  |   0.0000000001216  -0.0000000001833
1439  |    -4.32085459157039    -6.76501000793676  |   0.0000000000512  -0.0000000000186
1440  |     5.78183162084193     9.81416368187720  |  -0.0000000000119  -0.0000000001104
1441  |    -4.87290452276547    -1.82438649187825  |   0.0000000001692  -0.0000000000135
1442  |    -3.73031351958009     6.16756872326163  |  -0.0000000000006   0.0000000000139
1443  |     3.30123036599489    -8.88964854725100  |   0.0000000000202  -0.0000000001760
1444  |    -0.92625966571734    -2.99016567278383  |   0.0000000001333  -0.0000000001497
1445  |    11.68312787162359    -8.10504931271734  |  -0.0000000000069  -0.0000000001082
1446  |     6.54306994512552   -11.35393713194723  |   0.0000000000819  -0.0000000000918
1447  |     2.26706695744081   -11.03592695262353  |   0.0000000000461  -0.0000000000079
1448  |    -1.21102467900273     5.68211720105832  |   0.0000000000621  -0.0000000000087
1449  |    -8.68547224844471    -9.40527108065071  |  -0.0000000000428  -0.0000000001220
1450  |    12.94770237368066     3.15290891872371  |   0.0000000001517  -0.0000000001397
1451  |    -5.68042306647300   -12.51057976248708  |   0.0000000000265  -0.0000000000011
1452  |     0.64085770994084    -4.39170105975520  |   0.0000000000969  -0.0000000000165
1453  |    -6.11382301317229     9.97394337651739  |   0.0000000000302   0.0000000000036
1454  |     4.90583164564576   -10.87511384029355  |   0.0000000001199  -0.0000000000910
1455  |    17.62738471215869    -4.82120046592682  |   0.0000000001269  -0.0000000000120
1456  |   -10.13335112733147     4.21983929390808  |   0.0000000000402  -0.0000000001217
1457  |    -2.84554883676977   -11.57662166633113  |   0.0000000000810  -0.0000000001789
1458  |     6.09614141566909    -1.68661081055833  |   0.0000000001108  -0.0000000001587
1459  |    -7.16320680186640    -1.48596996380107  |   0.0000000001296  -0.0000000000049
1460  |    -7.47375279361242    -1.41735013152546  |   0.0000000000199  -0.0000000000322
1461  |     5.17476861263835     0.32445655376165  |   0.0000000000770  -0.0000000001324
1462  |     3.48482501183857    -4.47284915248904  |   0.0000000001222  -0.0000000001445
1463  |    -2.80422700710577     7.39143509198175  |   0.0000000000694  -0.0000000001190
1464  |     2.13480339572133     3.65921384533264  |   0.0000000000229  -0.0000000001892
1465  |     3.23574723116868    -1.63025398083223  |   0.0000000000830  -0.0000000001758
1466  |   -10.86021797399581    -1.63566499278387  |   0.0000000000556  -0.0000000000944
1467  |     0.08945802635093     4.33778272565838  |   0.0000000000227  -0.0000000000788
1468  |    -3.99104662320459    -8.27800261289805  |   0.0000000000781  -0.0000000000674
1469  |     6.46155592474972    -2.44569955535099  |   0.0000000000470  -0.0000000000677
1470  |    21.73513063144183    19.33973859550350  |   0.0000000000299  -0.0000000001385
1471  |     1.78624012148451    10.21119115980913  |   0.0000000000472  -0.0000000002005
1472  |    10.63236327802951     5.00813562519652  |   0.0000000001055  -0.0000000001215
1473  |     2.49589701046517    -9.48423679753834  |  -0.0000000000830  -0.0000000001523
1474  |    13.42485611138934     8.32092445289230  |   0.0000000000840  -0.0000000001793
1475  |     6.61460207701007    -8.76713980107929  |  -0.0000000000031  -0.0000000000627
1476  |    -3.86653880373784    -3.53599615451103  |   0.0000000000166  -0.0000000000673
1477  |    -3.69257601625329     8.16065690798997  |  -0.0000000000138  -0.0000000000655
1478  |    -0.23193073277276    -9.69155520597744  |   0.0000000000081  -0.0000000001092
1479  |    10.33356959120725    -7.24569140251589  |   0.0000000000182  -0.0000000001009
1480  |     6.43135002616227   -10.39049644877023  |   0.0000000001133   0.0000000000061
1481  |    -7.35542327044279    -4.90723832070540  |  -0.0000000001159  -0.0000000000410
1482  |   -19.58063407783440    -7.23366954213065  |   0.0000000001185  -0.0000000001391
1483  |     1.05048290724888   -10.63837374099620  |   0.0000000000028  -0.0000000000338
1484  |    15.08811380701606    13.45743327320457  |   0.0000000000599  -0.0000000000745
1485  |     2.17376571184076    -9.78717441748285  |   0.0000000000034  -0.0000000000249
1486  |     5.61356590139898    -6.45132977092232  |   0.0000000000565  -0.0000000000815
1487  |     6.16191643580111   -11.36782935020762  |   0.0000000000843   0.0000000000104
1488  |    10.30044850078148   -10.51271938211812  |   0.0000000000510  -0.0000000000078
1489  |   -11.53187594859943     1.63670606020484  |   0.0000000000758  -0.0000000000316
1490  |    -2.19783715734772     3.72813971278053  |   0.0000000001624  -0.0000000000289
1491  |     2.78111209324179     9.29829046305591  |   0.0000000000355  -0.0000000000594
1492  |    -6.37115298388695     9.74450742789194  |   0.0000000001194  -0.0000000001908
1493  |    10.81040486039288     5.11755759437438  |   0.0000000000668  -0.0000000001862
1494  |    -0.89429754378977     3.15640799121615  |   0.0000000000918  -0.0000000002052
1495  |    -7.27116430930535    -7.24755231665285  |  -0.0000000000066  -0.0000000001693
1496  |    -4.20528441199880    -1.69766650309589  |   0.0000000000679  -0.0000000001653
1497  |    12.12203111847688    -4.98673860837303  |  -0.0000000000312  -0.0000000000939
1498  |     4.05542877474895    -8.86671054583789  |   0.0000000001185  -0.0000000000568
1499  |    -1.56245281250439    -8.36749113579678  |  -0.0000000001182  -0.0000000000287
1500  |    -8.38431121186377     5.43088758307048  |   0.0000000000778  -0.0000000001884
1501  |    -2.40661925803916   -14.62072228588392  |   0.0000000001012   0.0000000000119
1502  |     7.79809966522627     6.98899152112899  |   0.0000000000046  -0.0000000000321
1503  |     3.58738751161217    -7.29096189197582  |  -0.0000000000350  -0.0000000001030
1504  |    16.84074209934856    15.47131459828448  |   0.0000000001597  -0.0000000001619
1505  |    -2.82856248348950    -0.42154474540401  |   0.0000000000054  -0.0000000000023
1506  |     3.37791180267040    -3.97099643539830  |  -0.0000000000070  -0.0000000001907
1507  |     9.68623189242270    -4.24056012478250  |   0.0000000001653  -0.0000000000255
1508  |     2.26438809746806     3.28437361859273  |  -0.0000000000563  -0.0000000000923
1509  |    -2.64645095856995   -12.43429589232825  |   0.0000000000961  -0.0000000000937
1510  |     4.55751002953051     5.87886274800764  |   0.0000000000102  -0.0000000001481
1511  |    -0.36745379999261   -10.11644651614452  |   0.0000000000677  -0.0000000000999
1512  |    -6.04441426701892    -1.34291278025147  |  -0.0000000000015  -0.0000000001588
1513  |    -5.65225568020876    -4.89953452086442  |   0.0000000000572  -0.0000000000797
1514  |    -2.29048413885992    17.84792724558998  |  -0.0000000000383  -0.0000000001574
1515  |     3.31357847968437     6.44156555641552  |   0.0000000001164  -0.0000000000292
1516  |    10.84157815182323    -9.42545120996034  |  -0.0000000001358  -0.0000000001281
1517  |     8.71878540571825     7.36863177572704  |   0.0000000002229  -0.0000000000345
1518  |    -7.23501422772144    -6.69219055854055  |  -0.0000000001643  -0.0000000000435
1519  |    -1.12005600847740     7.47344053362853  |   0.0000000001167  -0.0000000001456
1520  |   -10.34857173213230     7.55313105288831  |  -0.0000000000311  -0.0000000000879
1521  |     3.38154795318699     9.46867687007187  |   0.0000000000844  -0.0000000000809
1522  |    -3.02041928410838    11.92003177630814  |  -0.0000000000030  -0.0000000000153
1523  |   -11.18335878060821    -6.58198569306168  |  -0.0000000000009  -0.0000000000688
1524  |    -6.01051276209058    -2.31744763236151  |   0.0000000000599  -0.0000000000707
1525  |     4.02406248919479   -13.23564767481315  |   0.0000000000631  -0.0000000000102
1526  |   -23.64161918252738    -9.61124108553249  |   0.0000000000256  -0.0000000000428
1527  |     5.72740983531493     0.01943197309943  |   0.0000000000917  -0.0000000000277
1528  |     2.25155283176552    16.25347229260148  |  -0.0000000000271  -0.0000000001195
1529  |    -4.77863282811495    -2.99377183540892  |   0.0000000001614  -0.0000000001034
1530  |     0.93422165473450    -0.41382833849505  |  -0.0000000000070  -0.0000000000745
1531  |    -8.39110591610459    -7.21324621552800  |   0.0000000000917  -0.0000000000982
